index	seqName	clade	outbreakLineage	lineage	outbreak																																																										
22	PP_0034285.2|MPXV|Sierra_Leone|2025-03-05	IIb	sh2017/G.1	G.1	sh2017																																																										
23	PP_0049PZQ.2|MPXV|Sierra_Leone|2025-01-10	IIb	sh2017/G.1	G.1	sh2017																																																										
24	PP_0049Q1L.2|MPXV|Sierra_Leone|2025-02-01	IIb	sh2017/G.1	G.1	sh2017																																																										
25	PP_0049QQ7.1|MPXV|Sierra_Leone|2025-07-08	IIb	sh2017/G.1	G.1	sh2017																																																										
26	hMpxVSingaporeCDC-012019|EPI_ISL_13056274|2019	IIb	sh2017/A.1	A.1	sh2017																																																										
27	hMpxVIsraelIIBR-012018|EPI_ISL_13056289|2018-10-04	IIb	sh2017/A.1	A.1	sh2017																																																										
28	hMpxVSingaporeNCID-012019|EPI_ISL_13058475|2019-05-08	IIb	sh2017/A.1	A.1	sh2017																																																										
29	hMpxVThailandNIC-742022|EPI_ISL_13983888|2022-07-17	IIb	sh2017/A.2	A.2	sh2017																																																										
30	hMpxVThailandCU-220016-FTV2022|EPI_ISL_14011193|2022-07-17	IIb	sh2017/A.2	A.2	sh2017																																																										
31	hMpxVThailandNIC-PKT-M12022|EPI_ISL_14295679|2022-08-02	IIb	sh2017/A.2	A.2	sh2017																																																										
32	hMPXv|IndiaDL-ICMR-70-6050-5962022|EPI_ISL_15008576|2022	IIb	sh2017/A.2	A.2	sh2017																																																										
33	hMPXv|IndiaDL-ICMR-84-6146-6022022|EPI_ISL_15008577|2022-08-11	IIb	sh2017/A.2	A.2	sh2017																																																										
34	hMPXv|IndiaDL-DRDE-01-P22022|EPI_ISL_15260057|2022-08-18	IIb	sh2017/A.2	A.2	sh2017																																																										
35	hMpxVVietnamPIHCM_012022|EPI_ISL_15373792|2022-09-23	IIb	sh2017/A	A	sh2017																																																										
36	hMPXv|IndiaKL-ICMR-16-5315_1_713_P-22022|EPI_ISL_15912320|2022-07-13	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
37	hMPXv|IndiaKL-ICMR-16-5316_1_714_P-22022|EPI_ISL_15912321|2022-07-13	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
38	hMPXv|IndiaKL-ICMR-16-5312_2_721_P-22022|EPI_ISL_15912324|2022-07-13	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
39	hMPXv|IndiaKL-ICMR-16-5316_2_723_P-22022|EPI_ISL_15912326|2022-07-13	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
40	hMpxVVietnamOUCRU-M1552022|EPI_ISL_15969891|2022-09-26	IIb	sh2017/H.1	H.1	sh2017																																																										
41	hMpxVVietnamOUCRU-M1572022|EPI_ISL_15969892|2022-10-19	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
42	hMpxVSouth_KoreaKDCA-P32022|EPI_ISL_16645206|2022-11-14	IIb	sh2017/H.1	H.1	sh2017																																																										
43	hMpxVThailandCU-ID220101-LRV2022|EPI_ISL_17187500|2022-08-02	IIb	sh2017/A.2	A.2	sh2017																																																										
44	hMpxVThailandCU-ID220101-TSV2022|EPI_ISL_17187501|2022-08-02	IIb	sh2017/A.2	A.2	sh2017																																																										
45	hMpxVThailandCU-ID220103-FLV2022|EPI_ISL_17187502|2022-08-03	IIb	sh2017/A.2	A.2	sh2017																																																										
46	hMpxVThailandCU-ID220121-PSV2022|EPI_ISL_17187503|2022-08-14	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
47	hMpxVThailandCU-ID220121-SSV2022|EPI_ISL_17187504|2022-08-14	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
48	hMpxVThailandCU-ID220131-LRV2022|EPI_ISL_17187505|2022-08-17	IIb	sh2017/A.2	A.2	sh2017																																																										
49	hMpxVPakistanNIH-0012023|EPI_ISL_17536780|2023-04-18	IIb	sh2017/H.2	H.2	sh2017																																																										
50	hMpxVPakistanNIH-0022023|EPI_ISL_17718458|2023-05-20	IIb	sh2017/H.2	H.2	sh2017																																																										
51	hMpxVSouth_KoreaKDCA-P0042022|EPI_ISL_18147354|2022-11-22	IIb	sh2017/H.1	H.1	sh2017																																																										
52	hMpxVSouth_KoreaKDCA-P0032022|EPI_ISL_18147357|2022-11-15	IIb	sh2017/H.1	H.1	sh2017																																																										
53	hMpxVIndonesiaJK-NIHRD-MP0352023|EPI_ISL_18467804|2023-10-25	IIb	sh2017/B.1	B.1	sh2017																																																										
54	hMpxVSouth_KoreaNMC-P0022022|EPI_ISL_18744049|2022-12-19	IIb	sh2017/H.1	H.1	sh2017																																																										
55	hMPXv|IndiaDL-ICMR-117-MCL6392-6772022|EPI_ISL_19131335|2022-09-08	IIb	sh2017/A.2	A.2	sh2017																																																										
56	hMPXv|IndiaDL-ICMR-119-MCL6420-6862022|EPI_ISL_19131337|2022-09-17	IIb	sh2017/A.2	A.2	sh2017																																																										
57	hMPXv|IndiaDL-ICMR-120-MCL6531-6902022|EPI_ISL_19131338|2022-09-19	IIb	sh2017/A.2	A.2	sh2017																																																										
58	hMPXv|IndiaDL-ICMR-123-MCL6551-6962022|EPI_ISL_19131340|2022-09-21	IIb	sh2017/A.2	A.2	sh2017																																																										
59	hMPXv|IndiaDL-ICMR-143-MCL7145-7862022|EPI_ISL_19131342|2022-10-31	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
60	hMPXv|IndiaKL-ICMR-10562023|EPI_ISL_19131344|2023-12-28	IIb	sh2017/H.2	H.2	sh2017																																																										
61	hMPXv|IndiaKL-ICMR-10592024|EPI_ISL_19131345|2024-01-11	IIb	sh2017/H.2	H.2	sh2017																																																										
62	hMpxVPakistanNIH-PIMS-0032024|EPI_ISL_19344622|2024-01-16	IIb	sh2017/H.1	H.1	sh2017																																																										
63	hMpxVPakistanNIH-KMU-0042024|EPI_ISL_19344623|2024-08-13	IIb	sh2017/H.2	H.2	sh2017																																																										
64	hMPXv|IndiaKL-ICMR-MCL-161-10232024|EPI_ISL_19417682|2024-03-21	IIb	sh2017/H.1	H.1	sh2017																																																										
65	hMpxVNepalNPHL-MP-022025|EPI_ISL_19707789|2024-12-29	IIb	sh2017/H.2	H.2	sh2017																																																										
66	hMpxVJordanMOH-CPHL-74802024|EPI_ISL_19708057|2024-09-01	IIb	sh2017/H.2	H.2	sh2017																																																										
67	hMpxVPakistanNIH-0052025|EPI_ISL_19794627|2025-03-18	IIb	sh2017/H.2	H.2	sh2017																																																										
68	hMpxVPakistanDUHS-012025|EPI_ISL_19883106|2025-03-22	IIb	sh2017/H.2	H.2	sh2017																																																										
69	hMpxVOmanCPHL_523294592023|EPI_ISL_19894159|2023-10-06	IIb	sh2017/H.1	H.1	sh2017																																																										
70	hMpxVOmanCPHL_523300472023|EPI_ISL_19894160|2023-10-11	IIb	sh2017/H.1	H.1	sh2017																																																										
71	hMpxVOmanCPHL_523304152023|EPI_ISL_19894161|2023-10-15	IIb	sh2017/H.1	H.1	sh2017																																																										
72	hMpxVOmanCPHL_524280762024|EPI_ISL_19894162|2024-10-03	IIb	sh2017/H.1	H.1	sh2017																																																										
73	hMPXv|IndiaKL-MCL-H-186-59-10902025|EPI_ISL_19897572|2025-01-14	IIb	sh2017/H.1	H.1	sh2017																																																										
74	hMPXv|IndiaKA-MCL-H-187-155-11102025|EPI_ISL_19907402|2025-01-20	IIb	sh2017/H.1	H.1	sh2017																																																										
75	hMPXv|IndiaKA-MCL-H-187-156-11112025|EPI_ISL_19908055|2025-01-20	IIb	sh2017/H.1	H.1	sh2017																																																										
76	hMPXv|IndiaKA-MCL-H-187-157-11122025|EPI_ISL_19908056|2025-01-20	IIb	sh2017/H.1	H.1	sh2017																																																										
77	hMPXv|IndiaKL-ICMR-MCL-H-177-42712025|EPI_ISL_20123882|2024-09-16	IIb	sh2017/H.1	H.1	sh2017																																																										
78	hMPXv|IndiaKL-ICMR-MCl-H-179-47272025|EPI_ISL_20129055|2024-12	IIb	sh2017/H.1	H.1	sh2017																																																										
79	hMPXv|IndiaKL-ICMR-MCL-H-195-2836-12025|EPI_ISL_20131096|2025-04	IIb	sh2017/H.2	H.2	sh2017																																																										
80	hMPXv|IndiaKL-MCL-H-184-472025|EPI_ISL_20326866|2025	IIb	sh2017/H.1	H.1	sh2017																																																										
81	hMpxVAustraliaWA-PGSU00062022|EPI_ISL_19363623|2022-09-11	IIb	sh2017/H.2	H.2	sh2017																																																										
82	hMpxVAustraliaVIC-VIDRL-42912024|EPI_ISL_19459760|2024-01-13	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
83	hMpxVAustraliaQLD-MX000082023|EPI_ISL_19539727|2023-10-20	IIb	sh2017/H.2	H.2	sh2017																																																										
84	hMpxVAustraliaWA-PGSU00432025|EPI_ISL_19767794|2025-02-10	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
85	hMpxV-USA-FL-CDC-001-2022|EPI_ISL_13094227|2022-05-22	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
86	hMpxV-USA-VA-CDC-001-2022|EPI_ISL_13096615|2022-05	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
87	hMpxV-USA-TX-CDC-000-2021|EPI_ISL_13100621|2021-07	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
88	hMpxV-USA-MD-CDC-000-2021|EPI_ISL_13100622|2021-11	IIb	sh2017/A.1.1	A.1.1	sh2017																																																										
89	hMpxV-USA-PA-CDC-0016-2022|EPI_ISL_15016116|2022-07	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
90	hMpxV-USA-WA-UW-081251-2023|EPI_ISL_18137830|2023-08	IIb	sh2017/H.2	H.2	sh2017																																																										
91	hMpxV-USA-CA-CDPH-1M1000642-2024|EPI_ISL_19295785|2024-06-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
92	hMpxV-USA-MA-MSPHL-0227-2024|EPI_ISL_19650027|2024	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
93	hMpxV-USA-IL-RIPHL-050-0216-2025|EPI_ISL_19852731|2025-01-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
94	hMpxV-USA-IL-RIPHL-050-0217-2025|EPI_ISL_19852732|2025-02-15	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
95	hMpxV-USA-IL-RIPHL-050-0218-2025|EPI_ISL_19852733|2025-03-22	IIb	sh2017/G.1	G.1	sh2017																																																										
96	hMpxV-USA-MA-MSPHL-0232-2025|EPI_ISL_19857527|2025-04	IIb	sh2017/G.1	G.1	sh2017																																																										
97	hMpxV-USA-MD-DHCPP-0021-2024|EPI_ISL_20325720|2024-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
98	hMpxV-USA-MN-DHCPP-0021-2025|EPI_ISL_20325722|2025-06	IIb	sh2017/G.1	G.1	sh2017																																																										
99	hMpxV-USA-PA-DHCPP-0021-2025|EPI_ISL_20325725|2025-06	IIb	sh2017/G.1	G.1	sh2017																																																										
100	hMpxV-USA-TN-DHCPP-0030-2025|EPI_ISL_20325728|2025-05	IIb	sh2017/G.1	G.1	sh2017																																																										
101	hMpxV-USA-TX-DHCPP-0281-2025|EPI_ISL_20325731|2025-06	IIb	sh2017/G.1	G.1	sh2017																																																										
102	hMpxV-USA-VA-DHCPP-0022-2025|EPI_ISL_20325807|2025-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
103	hMpxV|Ghana|NPHRL-AGW-22-002|2022|EPI_ISL_19716906|2022-08-24	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
104	hMpxV|Ghana|NPHRL-GAS-22|2022|EPI_ISL_19716914|2022-12-12	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
105	hMpxV|Ghana|NPHRL-ATW-22-04|2022|EPI_ISL_19716917|2022-12-29	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
106	hMpxV|Ghana|NPHRL-GAE-23-015|2023|EPI_ISL_19718050|2023-10-18	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
107	hMpxV|Ghana|NPHRL-KRO-24-005|2024|EPI_ISL_19718051|2024-11-11	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
108	hMpxV|Ghana|NPHRL-BAB-22-002|2024|EPI_ISL_19718059|2024-11-21	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
109	hMpxV|Ghana|NPHRL-GAS-23-002|2023|EPI_ISL_19718083|2023-05-09	IIb	sh2017/A.2	A.2	sh2017																																																										
110	hMpxV|Ghana|NPHRL-KKT-22-006|2022|EPI_ISL_19718084|2022-07-27	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
111	hMpxV|Ghana|NPHRL-TNS-25-071|2025|EPI_ISL_20091972|2025-05-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
112	hMpxV|Ghana|NPHRL-KKT-25|2025|EPI_ISL_20092010|2025-06-16	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
113	hMpxV|Ghana|NPHRL-AFE-25-083|2025|EPI_ISL_20092034|2025-05-19	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
114	hMpxV|Ghana|NPHRL-25-084|2025|EPI_ISL_20092181|2025-05-17	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
115	hMpxV|Ghana|NPHRL-25-098|2025|EPI_ISL_20092182|2025-05-19	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
116	hMpxV|Ghana|NPHRL-25-151|2025|EPI_ISL_20092183|2025-05-20	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
117	hMpxV|Ghana|NPHRL-25-187|2025|EPI_ISL_20092190|2025-05-25	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
118	hMpxV|Ghana|NPHRL-25-196|2025|EPI_ISL_20092191|2025-05-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
119	hMpxV|Ghana|NPHRL-25-202|2025|EPI_ISL_20092192|2025-05-19	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
120	hMpxV|Ghana|NPHRL-25-206|2025|EPI_ISL_20092193|2025-05-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
121	hMpxV|Ghana|NPHRL-25-245|2025|EPI_ISL_20092194|2025-05-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
122	hMpxV|Ghana|NPHRL-25-263|2025|EPI_ISL_20092195|2025-05-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
123	hMpxV|Ghana|NPHRL-25-268|2025|EPI_ISL_20092269|2025-05-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
124	hMpxV|Ghana|NPHRL-25-313|2025|EPI_ISL_20092270|2025-06-01	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
125	hMpxV|Ghana|NPHRL-25-336|2025|EPI_ISL_20092271|2025-06-02	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
126	hMpxV|Ghana|NPHRL-25-367|2025|EPI_ISL_20092272|2025-06-02	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
127	hMpxV|Ghana|NPHRL-25-371|2025|EPI_ISL_20092292|2025-06-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
128	hMpxV|Ghana|NPHRL-25-400|2025|EPI_ISL_20092293|2025-06-04	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
129	hMpxV|Ghana|NPHRL-25-417|2025|EPI_ISL_20092295|2025-06-05	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
130	hMpxV|Ghana|NPHRL-25-435|2025|EPI_ISL_20092371|2025-06-04	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
131	hMpxV|Ghana|NPHRL-25-133|2025|EPI_ISL_20092372|2025-05-20	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
132	hMpxV|Ghana|NPHRL-25-134|2025|EPI_ISL_20092373|2025-05-20	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
133	hMpxV|Ghana|NPHRL-25-207|2025|EPI_ISL_20092956|2025-05-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
134	hMpxV|Ghana|NPHRL-25-306|2025|EPI_ISL_20092957|2025-05-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
135	hMpxV|Ghana|NPHRL-25-426|2025|EPI_ISL_20093152|2025-06-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
136	hMpxV|Ghana|NPHRL-25-431|2025|EPI_ISL_20093200|2025-06-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
137	hMpxV|Ghana|PSB-401|2022|EPI_ISL_20098689|2022-09-17	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
138	hMpxV|Ghana|PSB-345|2022|EPI_ISL_20098691|2022-09-06	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
139	hMpxV|Ghana|PSB-467|2022|EPI_ISL_20098692|2022-10-10	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
140	hMpxV|Ghana|PSB-173|2022|EPI_ISL_20098693|2022-07-26	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
141	hMpxV|Ghana|PSB-046|2022|EPI_ISL_20098694|2022-06-14	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
142	hMpxV|Ghana|PSB-244|2022|EPI_ISL_20098695|2022-08-15	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
143	hMpxV|Ghana|PSB-496A|2022|EPI_ISL_20098696|2022-10-24	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
144	hMpxV|Ghana|PSB-240|2022|EPI_ISL_20098697|2022-08-12	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
145	hMpxV|Ghana|PSB-195|2022|EPI_ISL_20098698|2022-08-02	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
146	hMpxV|Ghana|PSB-328|2022|EPI_ISL_20098699|2022-08-30	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
147	hMpxV|Ghana|PSB-190|2022|EPI_ISL_20098700|2022-08-01	IIb	sh2017/B.1.2	B.1.2	sh2017																																																										
148	hMpxV|Ghana|PSB-106|2022|EPI_ISL_20098701|2022-06-28	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
149	hMpxV|Ghana|PSB-171|2022|EPI_ISL_20098702|2022-07-26	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
150	hMpxV|Ghana|PSB-039|2022|EPI_ISL_20098703|2022-06-13	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
151	hMpxV|Ghana|PSB-030|2022|EPI_ISL_20098704|2022-06-10	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
152	hMpxV|Ghana|PSB-177|2022|EPI_ISL_20098705|2022-07-27	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
153	hMpxV|Ghana|PSB-007|2022|EPI_ISL_20098706|2022-06-02	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
154	hMpxV|England|CDC_P1|2018|EPI_ISL_13056271|2018-09	IIb	sh2017/A.1	A.1	sh2017																																																										
155	hMpxV|England|CDC_P2|2018|EPI_ISL_13056272|2018-09	IIb	sh2017/A.1	A.1	sh2017																																																										
156	hMpxV|England|CDC_P3|2018|EPI_ISL_13056273|2018-09	IIb	sh2017/A.1	A.1	sh2017																																																										
157	hMpxV|United_Kingdom|UKHSA-2091|2019|EPI_ISL_13734230|2019-12	IIb	sh2017/A.1	A.1	sh2017																																																										
158	hMpxV|United_Kingdom|UKHSA-2095|2019|EPI_ISL_13734231|2019-12	IIb	sh2017/A.1	A.1	sh2017																																																										
159	hMpxV|United_Kingdom|UKHSA-2102|2019|EPI_ISL_13734232|2019-12	IIb	sh2017/A.1	A.1	sh2017																																																										
160	hMpxV|Turkey|MHT-MP0001|2022|EPI_ISL_13891126|2022-06-26	IIb	sh2017/A.1.1	A.1.1	sh2017																																																										
161	hMpxV|United_Kingdom|UKHSA-9000155|2022|EPI_ISL_14752286|2022-06-03	IIb	sh2017/H.2	H.2	sh2017																																																										
162	hMpxV|United_Kingdom|UKHSA-9000166|2022|EPI_ISL_14752288|2022-06-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
163	hMpxV|United_Kingdom|UKHSA-9000360|2022|EPI_ISL_14923905|2022-08	IIb	sh2017/A.3	A.3	sh2017																																																										
164	hMpxV|United_Kingdom|UKHSA-9000450|2022|EPI_ISL_15158465|2022-09	IIb	sh2017/A.3	A.3	sh2017																																																										
165	hMpxV|Portugal|INSA-PT0428|2022|EPI_ISL_15199775|2022-08-01	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
166	hMpxV|Slovenia|UL-30|2022|EPI_ISL_15370047|2022-07	IIb	sh2017/H.2	H.2	sh2017																																																										
167	hMpxV|Austria|CNR-IP-MUW1607960|2023|EPI_ISL_17804477|2023-04-05	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
168	hMpxV|Austria|MUW-1721722|2024|EPI_ISL_19293704|2024-05-15	IIb	sh2017/H.1	H.1	sh2017																																																										
169	hMpxV|Portugal|INSA-PT0824|2024|EPI_ISL_19345035|2024-07-16	IIb	sh2017/H.1	H.1	sh2017																																																										
170	hMpxV|Denmark|VFU-1|2024|EPI_ISL_19357665|2024-06-20	IIb	sh2017/F.4	F.4	sh2017																																																										
171	hMpxV|Denmark|VFU-2|2024|EPI_ISL_19357666|2024-07-03	IIb	sh2017/F.4	F.4	sh2017																																																										
172	hMpxV|Denmark|VFU-3|2024|EPI_ISL_19357667|2024-07-04	IIb	sh2017/F.4	F.4	sh2017																																																										
173	hMpxV|Denmark|VFU-4|2024|EPI_ISL_19357668|2024-07-22	IIb	sh2017/B.1.23	B.1.23	sh2017																																																										
174	hMpxV|Germany|un-RKI-1112|2024|EPI_ISL_19431800|2024-08	IIb	sh2017/H.1	H.1	sh2017																																																										
175	hMpxV|Germany|un-RKI-1110|2024|EPI_ISL_19431803|2024-08	IIb	sh2017/H.1	H.1	sh2017																																																										
176	hMpxV|Germany|un-RKI-1111|2024|EPI_ISL_19431812|2024-08	IIb	sh2017/H.1	H.1	sh2017																																																										
177	hMpxV|Italy|LOM-DIMEC-P12|2022|EPI_ISL_19703783|2022-06-06	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
178	hMpxV|Germany|un-RKI-1306|2025|EPI_ISL_19844512|2025-03	IIb	sh2017/G.1	G.1	sh2017																																																										
179	hMpxV|Germany|un-RKI-1305|2025|EPI_ISL_19844527|2025-03	IIb	sh2017/G.1	G.1	sh2017																																																										
180	hMpxV|Netherlands|un-EMC-NL150|2024|EPI_ISL_20188829|2025-04-14	IIb	sh2017/G.1	G.1	sh2017																																																										
181	hMpxV|Netherlands|un-EMC-NL151|2025|EPI_ISL_20188830|2025-04-14	IIb	sh2017/G.1	G.1	sh2017																																																										
182	hMpxV|Netherlands|un-EMC-NL155|2025|EPI_ISL_20190085|2025-06-20	IIb	sh2017/G.1	G.1	sh2017																																																										
183	hMpxV|Netherlands|un-EMC-NL161|2025|EPI_ISL_20190175|2025-07-21	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
184	hMpxV|Ireland|un-NVRL-GIRL00060147|2025|EPI_ISL_20200392|2025-08-16	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
185	hMpxV|Ireland|un-NVRL-GIRL00063147|2025|EPI_ISL_20200393|2025-08-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
186	hMpxV|Italy|FVG-INMI-Pt595|2025|EPI_ISL_20322105|2025-08-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
187	hMpxV|United_Kingdom|UKHSA-074|2025|EPI_ISL_20366301|2025-05	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
188	hMpxV|Netherlands|un-EMC-NL173|2026|EPI_ISL_20387984|2026-03-02	IIb	sh2017/G.1	G.1	sh2017																																																										
189	hMpxV|Congo|BZV-LNSP-CG051|2025|EPI_ISL_19842849|2025-03-24	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
190	hMpxV|Zambia|NPHLS-ZLU0042070_S2|2025|EPI_ISL_20358370|2025-05-29	IIb	sh2017/A	A	sh2017																																																										
191	hMpxV|Zambia|NPHLS-ZLU0042586_S4|2025|EPI_ISL_20393544|2025-06-09	IIb	sh2017/A	A	sh2017																																																										
192	hMpxV|Zambia|NPHLS-ZLU0042587_S5|2025|EPI_ISL_20393545|2025-06-07	IIb	sh2017/A	A	sh2017																																																										
193	hMpxV|Zambia|NPHLS-ZLU0042588_S6|2025|EPI_ISL_20393546|2025-06-04	IIb	sh2017/A	A	sh2017																																																										
194	hMpxV|Zambia|NPHLS-ZLU0042589_S7|2025|EPI_ISL_20393547|2025-06-04	IIb	sh2017/A	A	sh2017																																																										
195	hMpxV|Zambia|NPHLS-ZLU0042591_S8|2025|EPI_ISL_20393549|2025-06-03	IIb	sh2017/A	A	sh2017																																																										
196	hMpxV|Zambia|NPHLS-ZLU0042592_S9|2025|EPI_ISL_20393550|2025-06-05	IIb	sh2017/A	A	sh2017																																																										
